uniprot|disease_name|effect_text|disease_description
P04629|Congenital insensitivity to pain with anhidrosis|The disease is caused by mutations affecting the gene represented in this entry.|Characterized by a congenital insensitivity to pain, anhidrosis (absence of sweating), absence of reaction to noxious stimuli, self-mutilating behavior, and mental retardation. This rare autosomal recessive disorder is also known as congenital sensory neuropathy with anhidrosis or hereditary sensory and autonomic neuropathy type IV or familial dysautonomia type II.
P04629|Congenital insensitivity to pain with anhidrosis|The disease is caused by mutations affecting the gene represented in this entry.|Characterized by a congenital insensitivity to pain, anhidrosis (absence of sweating), absence of reaction to noxious stimuli, self-mutilating behavior, and mental retardation. This rare autosomal recessive disorder is also known as congenital sensory neuropathy with anhidrosis or hereditary sensory and autonomic neuropathy type IV or familial dysautonomia type II.
P04629|Congenital insensitivity to pain with anhidrosis|The disease is caused by mutations affecting the gene represented in this entry.|Characterized by a congenital insensitivity to pain, anhidrosis (absence of sweating), absence of reaction to noxious stimuli, self-mutilating behavior, and mental retardation. This rare autosomal recessive disorder is also known as congenital sensory neuropathy with anhidrosis or hereditary sensory and autonomic neuropathy type IV or familial dysautonomia type II.
P04629|Congenital insensitivity to pain with anhidrosis|The disease is caused by mutations affecting the gene represented in this entry.|Characterized by a congenital insensitivity to pain, anhidrosis (absence of sweating), absence of reaction to noxious stimuli, self-mutilating behavior, and mental retardation. This rare autosomal recessive disorder is also known as congenital sensory neuropathy with anhidrosis or hereditary sensory and autonomic neuropathy type IV or familial dysautonomia type II.
P04629||Chromosomal aberrations involving NTRK1 are found in papillary thyroid carcinomas (PTCs) (PubMed:2869410, PubMed:7565764, PubMed:1532241). Translocation t(1;3)(q21;q11) with TFG generates the TRKT3 (TRK-T3) transcript by fusing TFG to the 3-end of NTRK1 (PubMed:7565764). A rearrangement with TPM3 generates the TRK transcript by fusing TPM3 to the 3-end of NTRK1 (PubMed:2869410). An intrachromosomal rearrangement that links the protein kinase domain of NTRK1 to the 5-end of the TPR gene forms the fusion protein TRK-T1. TRK-T1 is a 55 kDa protein reacting with antibodies against the C-terminus of the NTRK1 protein (PubMed:1532241).|
Q16620|Epileptic encephalopathy, early infantile, 58 |The disease may be caused by mutations affecting the gene represented in this entry.|A form of epileptic encephalopathy, a heterogeneous group of severe childhood onset epilepsies characterized by refractory seizures, neurodevelopmental impairment, and poor prognosis. Development is normal prior to seizure onset, after which cognitive and motor delays become apparent. EIEE58 is an autosomal dominant condition characterized by onset of refractory seizures in the first days or months of life.
Q16620|Obesity, hyperphagia, and developmental delay|The disease is caused by mutations affecting the gene represented in this entry.|A disorder characterized by early-onset obesity, hyperphagia, and severe developmental delay in motor function, speech, and language.
Q16620|Obesity, hyperphagia, and developmental delay|The disease is caused by mutations affecting the gene represented in this entry.|A disorder characterized by early-onset obesity, hyperphagia, and severe developmental delay in motor function, speech, and language.
Q16620|Obesity, hyperphagia, and developmental delay|The disease is caused by mutations affecting the gene represented in this entry.|A disorder characterized by early-onset obesity, hyperphagia, and severe developmental delay in motor function, speech, and language.
Q16288||Defects in NTRK3 are associated with susceptibility to congenital heart defects (CHD). A disease characterized by congenital developmental abnormalities involving structures of the heart. CHD are the most common major birth defects and the leading cause of death from congenital malformations.|
P16234||A chromosomal aberration involving PDGFRA is found in some cases of hypereosinophilic syndrome. Interstitial chromosomal deletion del(4)(q12q12) causes the fusion of FIP1L1 and PDGFRA (FIP1L1-PDGFRA). Mutations that cause overexpression and/or constitutive activation of PDGFRA may be a cause of hypereosinophilic syndrome.|
P16234|Gastrointestinal stromal tumor|The gene represented in this entry may be involved in disease pathogenesis. Mutations causing PDGFRA constitutive activation have been found in gastrointestinal stromal tumors lacking KIT mutations (PubMed:12522257).|Common mesenchymal neoplasms arising in the gastrointestinal tract, most often in the stomach. They are histologically, immunohistochemically, and genetically different from typical leiomyomas, leiomyosarcomas, and schwannomas. Most GISTs are composed of a fairly uniform population of spindle-shaped cells. Some tumors are dominated by epithelioid cells or contain a mixture of spindle and epithelioid morphologies. Primary GISTs in the gastrointestinal tract commonly metastasize in the omentum and mesenteries, often as multiple nodules. However, primary tumors may also occur outside of the gastrointestinal tract, in other intra-abdominal locations, especially in the omentum and mesentery.
P16234|Gastrointestinal stromal tumor|The gene represented in this entry may be involved in disease pathogenesis. Mutations causing PDGFRA constitutive activation have been found in gastrointestinal stromal tumors lacking KIT mutations (PubMed:12522257).|Common mesenchymal neoplasms arising in the gastrointestinal tract, most often in the stomach. They are histologically, immunohistochemically, and genetically different from typical leiomyomas, leiomyosarcomas, and schwannomas. Most GISTs are composed of a fairly uniform population of spindle-shaped cells. Some tumors are dominated by epithelioid cells or contain a mixture of spindle and epithelioid morphologies. Primary GISTs in the gastrointestinal tract commonly metastasize in the omentum and mesenteries, often as multiple nodules. However, primary tumors may also occur outside of the gastrointestinal tract, in other intra-abdominal locations, especially in the omentum and mesentery.
P09619||A chromosomal aberration involving PDGFRB is found in a form of chronic myelomonocytic leukemia (CMML). Translocation t(5;12)(q33;p13) with EVT6/TEL. It is characterized by abnormal clonal myeloid proliferation and by progression to acute myelogenous leukemia (AML).|
P09619|Myeloproliferative disorder chronic with eosinophilia|The gene represented in this entry may be involved in disease pathogenesis. Chromosomal aberrations involving PDGFRB have been found in many instances of chronic myeloproliferative disorder with eosinophilia. Translocation t(5;12) with ETV6 on chromosome 12 creating an PDGFRB-ETV6 fusion protein (PubMed:12181402). Translocation t(5;15)(q33;q22) with TP53BP1 creating a PDGFRB-TP53BP1 fusion protein (PubMed:15492236). Translocation t(1;5)(q23;q33) that forms a PDE4DIP-PDGFRB fusion protein (PubMed:12907457). Translocation t(5;6)(q33-34;q23) with CEP85L that fuses the 5-end of CEP85L (isoform 4) to the 3-end of PDGFRB (PubMed:21938754).|A hematologic disorder characterized by malignant eosinophils proliferation.
P09619|Leukemia, acute myelogenous|The gene represented in this entry may be involved in disease pathogenesis. A chromosomal aberration involving PDGFRB has been found in a patient with AML. Translocation t(5;14)(q33;q32) with TRIP11 (PubMed:9373237).|A subtype of acute leukemia, a cancer of the white blood cells. AML is a malignant disease of bone marrow characterized by maturational arrest of hematopoietic precursors at an early stage of development. Clonal expansion of myeloid blasts occurs in bone marrow, blood, and other tissue. Myelogenous leukemias develop from changes in cells that normally produce neutrophils, basophils, eosinophils and monocytes.
P09619|Leukemia, juvenile myelomonocytic|The gene represented in this entry may be involved in disease pathogenesis. A chromosomal aberration involving PDGFRB has been found in a patient with JMML. Translocation t(5;17)(q33;p11.2) with SPECC1 (PubMed:15087372).|An aggressive pediatric myelodysplastic syndrome/myeloproliferative disorder characterized by malignant transformation in the hematopoietic stem cell compartment with proliferation of differentiated progeny. Patients have splenomegaly, enlarged lymph nodes, rashes, and hemorrhages.
P09619|Basal ganglia calcification, idiopathic, 4|The disease is caused by mutations affecting the gene represented in this entry.|A form of basal ganglia calcification, an autosomal dominant condition characterized by symmetric calcification in the basal ganglia and other brain regions. Affected individuals can either be asymptomatic or show a wide spectrum of neuropsychiatric symptoms, including parkinsonism, dystonia, tremor, ataxia, dementia, psychosis, seizures, and chronic headache. Serum levels of calcium, phosphate, alkaline phosphatase and parathyroid hormone are normal. The neuropathological hallmark of the disease is vascular and pericapillary calcification, mainly of calcium phosphate, in the affected brain areas.
P09619|Basal ganglia calcification, idiopathic, 4|The disease is caused by mutations affecting the gene represented in this entry.|A form of basal ganglia calcification, an autosomal dominant condition characterized by symmetric calcification in the basal ganglia and other brain regions. Affected individuals can either be asymptomatic or show a wide spectrum of neuropsychiatric symptoms, including parkinsonism, dystonia, tremor, ataxia, dementia, psychosis, seizures, and chronic headache. Serum levels of calcium, phosphate, alkaline phosphatase and parathyroid hormone are normal. The neuropathological hallmark of the disease is vascular and pericapillary calcification, mainly of calcium phosphate, in the affected brain areas.
P09619|Basal ganglia calcification, idiopathic, 4|The disease is caused by mutations affecting the gene represented in this entry.|A form of basal ganglia calcification, an autosomal dominant condition characterized by symmetric calcification in the basal ganglia and other brain regions. Affected individuals can either be asymptomatic or show a wide spectrum of neuropsychiatric symptoms, including parkinsonism, dystonia, tremor, ataxia, dementia, psychosis, seizures, and chronic headache. Serum levels of calcium, phosphate, alkaline phosphatase and parathyroid hormone are normal. The neuropathological hallmark of the disease is vascular and pericapillary calcification, mainly of calcium phosphate, in the affected brain areas.
P09619|Myofibromatosis, infantile 1 |The disease is caused by mutations affecting the gene represented in this entry.|A rare mesenchymal disorder characterized by the development of benign tumors in the skin, striated muscles, bones, and, more rarely, visceral organs. Subcutaneous or soft tissue nodules commonly involve the skin of the head, neck, and trunk. Skeletal and muscular lesions occur in about half of the patients. Lesions may be solitary or multicentric, and they may be present at birth or become apparent in early infancy or occasionally in adult life. Visceral lesions are associated with high morbidity and mortality.
P09619|Myofibromatosis, infantile 1 |The disease is caused by mutations affecting the gene represented in this entry.|A rare mesenchymal disorder characterized by the development of benign tumors in the skin, striated muscles, bones, and, more rarely, visceral organs. Subcutaneous or soft tissue nodules commonly involve the skin of the head, neck, and trunk. Skeletal and muscular lesions occur in about half of the patients. Lesions may be solitary or multicentric, and they may be present at birth or become apparent in early infancy or occasionally in adult life. Visceral lesions are associated with high morbidity and mortality.
P09619|Kosaki overgrowth syndrome |The disease is caused by mutations affecting the gene represented in this entry.|A syndrome characterized by somatic overgrowth, distinctive facial features, hyperelastic and fragile skin, and progressive neurologic deterioration with white matter lesions on brain imaging.
P09619|Premature aging syndrome, Penttinen type|The disease is caused by mutations affecting the gene represented in this entry.|A syndrome characterized by a prematurely aged appearance with lipoatrophy, epidermal and dermal atrophy along with hypertrophic lesions that resemble scars, thin hair, proptosis, underdeveloped cheekbones, and marked acro-osteolysis.
Q05397||Aberrant PTK2/FAK1 expression may play a role in cancer cell proliferation, migration and invasion, in tumor formation and metastasis. PTK2/FAK1 overexpression is seen in many types of cancer.|
Q14289||Aberrant PTK2B/PYK2 expression may play a role in cancer cell proliferation, migration and invasion, in tumor formation and metastasis. Elevated PTK2B/PYK2 expression is seen in gliomas, hepatocellular carcinoma, lung cancer and breast cancer.|
P07949|Colorectal cancer|The disease may be caused by mutations affecting the gene represented in this entry.|A complex disease characterized by malignant lesions arising from the inner wall of the large intestine (the colon) and the rectum. Genetic alterations are often associated with progression from premalignant lesion (adenoma) to invasive adenocarcinoma. Risk factors for cancer of the colon and rectum include colon polyps, long-standing ulcerative colitis, and genetic family history.
P07949|Hirschsprung disease 1|The disease is caused by mutations affecting the gene represented in this entry.|A disorder of neural crest development characterized by absence of enteric ganglia along a variable length of the intestine. It is the most common cause of congenital intestinal obstruction. Early symptoms range from complete acute neonatal obstruction, characterized by vomiting, abdominal distention and failure to pass stool, to chronic constipation in the older child.
P07949|Hirschsprung disease 1|The disease is caused by mutations affecting the gene represented in this entry.|A disorder of neural crest development characterized by absence of enteric ganglia along a variable length of the intestine. It is the most common cause of congenital intestinal obstruction. Early symptoms range from complete acute neonatal obstruction, characterized by vomiting, abdominal distention and failure to pass stool, to chronic constipation in the older child.
P07949|Hirschsprung disease 1|The disease is caused by mutations affecting the gene represented in this entry.|A disorder of neural crest development characterized by absence of enteric ganglia along a variable length of the intestine. It is the most common cause of congenital intestinal obstruction. Early symptoms range from complete acute neonatal obstruction, characterized by vomiting, abdominal distention and failure to pass stool, to chronic constipation in the older child.
P07949|Hirschsprung disease 1|The disease is caused by mutations affecting the gene represented in this entry.|A disorder of neural crest development characterized by absence of enteric ganglia along a variable length of the intestine. It is the most common cause of congenital intestinal obstruction. Early symptoms range from complete acute neonatal obstruction, characterized by vomiting, abdominal distention and failure to pass stool, to chronic constipation in the older child.
P07949|Hirschsprung disease 1|The disease is caused by mutations affecting the gene represented in this entry.|A disorder of neural crest development characterized by absence of enteric ganglia along a variable length of the intestine. It is the most common cause of congenital intestinal obstruction. Early symptoms range from complete acute neonatal obstruction, characterized by vomiting, abdominal distention and failure to pass stool, to chronic constipation in the older child.
P07949|Hirschsprung disease 1|The disease is caused by mutations affecting the gene represented in this entry.|A disorder of neural crest development characterized by absence of enteric ganglia along a variable length of the intestine. It is the most common cause of congenital intestinal obstruction. Early symptoms range from complete acute neonatal obstruction, characterized by vomiting, abdominal distention and failure to pass stool, to chronic constipation in the older child.
P07949|Hirschsprung disease 1|The disease is caused by mutations affecting the gene represented in this entry.|A disorder of neural crest development characterized by absence of enteric ganglia along a variable length of the intestine. It is the most common cause of congenital intestinal obstruction. Early symptoms range from complete acute neonatal obstruction, characterized by vomiting, abdominal distention and failure to pass stool, to chronic constipation in the older child.
P07949|Hirschsprung disease 1|The disease is caused by mutations affecting the gene represented in this entry.|A disorder of neural crest development characterized by absence of enteric ganglia along a variable length of the intestine. It is the most common cause of congenital intestinal obstruction. Early symptoms range from complete acute neonatal obstruction, characterized by vomiting, abdominal distention and failure to pass stool, to chronic constipation in the older child.
P07949|Hirschsprung disease 1|The disease is caused by mutations affecting the gene represented in this entry.|A disorder of neural crest development characterized by absence of enteric ganglia along a variable length of the intestine. It is the most common cause of congenital intestinal obstruction. Early symptoms range from complete acute neonatal obstruction, characterized by vomiting, abdominal distention and failure to pass stool, to chronic constipation in the older child.
P07949|Hirschsprung disease 1|The disease is caused by mutations affecting the gene represented in this entry.|A disorder of neural crest development characterized by absence of enteric ganglia along a variable length of the intestine. It is the most common cause of congenital intestinal obstruction. Early symptoms range from complete acute neonatal obstruction, characterized by vomiting, abdominal distention and failure to pass stool, to chronic constipation in the older child.
P07949|Hirschsprung disease 1|The disease is caused by mutations affecting the gene represented in this entry.|A disorder of neural crest development characterized by absence of enteric ganglia along a variable length of the intestine. It is the most common cause of congenital intestinal obstruction. Early symptoms range from complete acute neonatal obstruction, characterized by vomiting, abdominal distention and failure to pass stool, to chronic constipation in the older child.
P07949|Hirschsprung disease 1|The disease is caused by mutations affecting the gene represented in this entry.|A disorder of neural crest development characterized by absence of enteric ganglia along a variable length of the intestine. It is the most common cause of congenital intestinal obstruction. Early symptoms range from complete acute neonatal obstruction, characterized by vomiting, abdominal distention and failure to pass stool, to chronic constipation in the older child.
P07949|Hirschsprung disease 1|The disease is caused by mutations affecting the gene represented in this entry.|A disorder of neural crest development characterized by absence of enteric ganglia along a variable length of the intestine. It is the most common cause of congenital intestinal obstruction. Early symptoms range from complete acute neonatal obstruction, characterized by vomiting, abdominal distention and failure to pass stool, to chronic constipation in the older child.
P07949|Hirschsprung disease 1|The disease is caused by mutations affecting the gene represented in this entry.|A disorder of neural crest development characterized by absence of enteric ganglia along a variable length of the intestine. It is the most common cause of congenital intestinal obstruction. Early symptoms range from complete acute neonatal obstruction, characterized by vomiting, abdominal distention and failure to pass stool, to chronic constipation in the older child.
P07949|Hirschsprung disease 1|The disease is caused by mutations affecting the gene represented in this entry.|A disorder of neural crest development characterized by absence of enteric ganglia along a variable length of the intestine. It is the most common cause of congenital intestinal obstruction. Early symptoms range from complete acute neonatal obstruction, characterized by vomiting, abdominal distention and failure to pass stool, to chronic constipation in the older child.
P07949|Hirschsprung disease 1|The disease is caused by mutations affecting the gene represented in this entry.|A disorder of neural crest development characterized by absence of enteric ganglia along a variable length of the intestine. It is the most common cause of congenital intestinal obstruction. Early symptoms range from complete acute neonatal obstruction, characterized by vomiting, abdominal distention and failure to pass stool, to chronic constipation in the older child.
P07949|Medullary thyroid carcinoma|The disease is caused by mutations affecting the gene represented in this entry.|Rare tumor derived from the C cells of the thyroid. Three hereditary forms are known, that are transmitted in an autosomal dominant fashion: (a) multiple neoplasia type 2A (MEN2A), (b) multiple neoplasia type IIB (MEN2B) and (c) familial MTC (FMTC), which occurs in 25-30% of MTC cases and where MTC is the only clinical manifestation.
P07949|Medullary thyroid carcinoma|The disease is caused by mutations affecting the gene represented in this entry.|Rare tumor derived from the C cells of the thyroid. Three hereditary forms are known, that are transmitted in an autosomal dominant fashion: (a) multiple neoplasia type 2A (MEN2A), (b) multiple neoplasia type IIB (MEN2B) and (c) familial MTC (FMTC), which occurs in 25-30% of MTC cases and where MTC is the only clinical manifestation.
P07949|Medullary thyroid carcinoma|The disease is caused by mutations affecting the gene represented in this entry.|Rare tumor derived from the C cells of the thyroid. Three hereditary forms are known, that are transmitted in an autosomal dominant fashion: (a) multiple neoplasia type 2A (MEN2A), (b) multiple neoplasia type IIB (MEN2B) and (c) familial MTC (FMTC), which occurs in 25-30% of MTC cases and where MTC is the only clinical manifestation.
P07949|Medullary thyroid carcinoma|The disease is caused by mutations affecting the gene represented in this entry.|Rare tumor derived from the C cells of the thyroid. Three hereditary forms are known, that are transmitted in an autosomal dominant fashion: (a) multiple neoplasia type 2A (MEN2A), (b) multiple neoplasia type IIB (MEN2B) and (c) familial MTC (FMTC), which occurs in 25-30% of MTC cases and where MTC is the only clinical manifestation.
P07949|Medullary thyroid carcinoma|The disease is caused by mutations affecting the gene represented in this entry.|Rare tumor derived from the C cells of the thyroid. Three hereditary forms are known, that are transmitted in an autosomal dominant fashion: (a) multiple neoplasia type 2A (MEN2A), (b) multiple neoplasia type IIB (MEN2B) and (c) familial MTC (FMTC), which occurs in 25-30% of MTC cases and where MTC is the only clinical manifestation.
P07949|Medullary thyroid carcinoma|The disease is caused by mutations affecting the gene represented in this entry.|Rare tumor derived from the C cells of the thyroid. Three hereditary forms are known, that are transmitted in an autosomal dominant fashion: (a) multiple neoplasia type 2A (MEN2A), (b) multiple neoplasia type IIB (MEN2B) and (c) familial MTC (FMTC), which occurs in 25-30% of MTC cases and where MTC is the only clinical manifestation.
P07949|Medullary thyroid carcinoma|The disease is caused by mutations affecting the gene represented in this entry.|Rare tumor derived from the C cells of the thyroid. Three hereditary forms are known, that are transmitted in an autosomal dominant fashion: (a) multiple neoplasia type 2A (MEN2A), (b) multiple neoplasia type IIB (MEN2B) and (c) familial MTC (FMTC), which occurs in 25-30% of MTC cases and where MTC is the only clinical manifestation.
P07949|Medullary thyroid carcinoma|The disease is caused by mutations affecting the gene represented in this entry.|Rare tumor derived from the C cells of the thyroid. Three hereditary forms are known, that are transmitted in an autosomal dominant fashion: (a) multiple neoplasia type 2A (MEN2A), (b) multiple neoplasia type IIB (MEN2B) and (c) familial MTC (FMTC), which occurs in 25-30% of MTC cases and where MTC is the only clinical manifestation.
P07949|Medullary thyroid carcinoma|The disease is caused by mutations affecting the gene represented in this entry.|Rare tumor derived from the C cells of the thyroid. Three hereditary forms are known, that are transmitted in an autosomal dominant fashion: (a) multiple neoplasia type 2A (MEN2A), (b) multiple neoplasia type IIB (MEN2B) and (c) familial MTC (FMTC), which occurs in 25-30% of MTC cases and where MTC is the only clinical manifestation.
P07949|Medullary thyroid carcinoma|The disease is caused by mutations affecting the gene represented in this entry.|Rare tumor derived from the C cells of the thyroid. Three hereditary forms are known, that are transmitted in an autosomal dominant fashion: (a) multiple neoplasia type 2A (MEN2A), (b) multiple neoplasia type IIB (MEN2B) and (c) familial MTC (FMTC), which occurs in 25-30% of MTC cases and where MTC is the only clinical manifestation.
P07949|Medullary thyroid carcinoma|The disease is caused by mutations affecting the gene represented in this entry.|Rare tumor derived from the C cells of the thyroid. Three hereditary forms are known, that are transmitted in an autosomal dominant fashion: (a) multiple neoplasia type 2A (MEN2A), (b) multiple neoplasia type IIB (MEN2B) and (c) familial MTC (FMTC), which occurs in 25-30% of MTC cases and where MTC is the only clinical manifestation.
P07949|Medullary thyroid carcinoma|The disease is caused by mutations affecting the gene represented in this entry.|Rare tumor derived from the C cells of the thyroid. Three hereditary forms are known, that are transmitted in an autosomal dominant fashion: (a) multiple neoplasia type 2A (MEN2A), (b) multiple neoplasia type IIB (MEN2B) and (c) familial MTC (FMTC), which occurs in 25-30% of MTC cases and where MTC is the only clinical manifestation.
P07949|Medullary thyroid carcinoma|The disease is caused by mutations affecting the gene represented in this entry.|Rare tumor derived from the C cells of the thyroid. Three hereditary forms are known, that are transmitted in an autosomal dominant fashion: (a) multiple neoplasia type 2A (MEN2A), (b) multiple neoplasia type IIB (MEN2B) and (c) familial MTC (FMTC), which occurs in 25-30% of MTC cases and where MTC is the only clinical manifestation.
P07949|Medullary thyroid carcinoma|The disease is caused by mutations affecting the gene represented in this entry.|Rare tumor derived from the C cells of the thyroid. Three hereditary forms are known, that are transmitted in an autosomal dominant fashion: (a) multiple neoplasia type 2A (MEN2A), (b) multiple neoplasia type IIB (MEN2B) and (c) familial MTC (FMTC), which occurs in 25-30% of MTC cases and where MTC is the only clinical manifestation.
P07949|Medullary thyroid carcinoma|The disease is caused by mutations affecting the gene represented in this entry.|Rare tumor derived from the C cells of the thyroid. Three hereditary forms are known, that are transmitted in an autosomal dominant fashion: (a) multiple neoplasia type 2A (MEN2A), (b) multiple neoplasia type IIB (MEN2B) and (c) familial MTC (FMTC), which occurs in 25-30% of MTC cases and where MTC is the only clinical manifestation.
P07949|Medullary thyroid carcinoma|The disease is caused by mutations affecting the gene represented in this entry.|Rare tumor derived from the C cells of the thyroid. Three hereditary forms are known, that are transmitted in an autosomal dominant fashion: (a) multiple neoplasia type 2A (MEN2A), (b) multiple neoplasia type IIB (MEN2B) and (c) familial MTC (FMTC), which occurs in 25-30% of MTC cases and where MTC is the only clinical manifestation.
P07949|Medullary thyroid carcinoma|The disease is caused by mutations affecting the gene represented in this entry.|Rare tumor derived from the C cells of the thyroid. Three hereditary forms are known, that are transmitted in an autosomal dominant fashion: (a) multiple neoplasia type 2A (MEN2A), (b) multiple neoplasia type IIB (MEN2B) and (c) familial MTC (FMTC), which occurs in 25-30% of MTC cases and where MTC is the only clinical manifestation.
P07949|Medullary thyroid carcinoma|The disease is caused by mutations affecting the gene represented in this entry.|Rare tumor derived from the C cells of the thyroid. Three hereditary forms are known, that are transmitted in an autosomal dominant fashion: (a) multiple neoplasia type 2A (MEN2A), (b) multiple neoplasia type IIB (MEN2B) and (c) familial MTC (FMTC), which occurs in 25-30% of MTC cases and where MTC is the only clinical manifestation.
P07949|Medullary thyroid carcinoma|The disease is caused by mutations affecting the gene represented in this entry.|Rare tumor derived from the C cells of the thyroid. Three hereditary forms are known, that are transmitted in an autosomal dominant fashion: (a) multiple neoplasia type 2A (MEN2A), (b) multiple neoplasia type IIB (MEN2B) and (c) familial MTC (FMTC), which occurs in 25-30% of MTC cases and where MTC is the only clinical manifestation.
P07949|Medullary thyroid carcinoma|The disease is caused by mutations affecting the gene represented in this entry.|Rare tumor derived from the C cells of the thyroid. Three hereditary forms are known, that are transmitted in an autosomal dominant fashion: (a) multiple neoplasia type 2A (MEN2A), (b) multiple neoplasia type IIB (MEN2B) and (c) familial MTC (FMTC), which occurs in 25-30% of MTC cases and where MTC is the only clinical manifestation.
P07949|Multiple neoplasia 2B|The disease is caused by mutations affecting the gene represented in this entry.|Uncommon inherited cancer syndrome characterized by predisposition to MTC and phaeochromocytoma which is associated with marfanoid habitus, mucosal neuromas, skeletal and ophthalmic abnormalities, and ganglioneuromas of the intestine tract. Then the disease progresses rapidly with the development of metastatic MTC and a pheochromocytome in 50% of cases.
P07949|Multiple neoplasia 2B|The disease is caused by mutations affecting the gene represented in this entry.|Uncommon inherited cancer syndrome characterized by predisposition to MTC and phaeochromocytoma which is associated with marfanoid habitus, mucosal neuromas, skeletal and ophthalmic abnormalities, and ganglioneuromas of the intestine tract. Then the disease progresses rapidly with the development of metastatic MTC and a pheochromocytome in 50% of cases.
P07949|Multiple neoplasia 2B|The disease is caused by mutations affecting the gene represented in this entry.|Uncommon inherited cancer syndrome characterized by predisposition to MTC and phaeochromocytoma which is associated with marfanoid habitus, mucosal neuromas, skeletal and ophthalmic abnormalities, and ganglioneuromas of the intestine tract. Then the disease progresses rapidly with the development of metastatic MTC and a pheochromocytome in 50% of cases.
P07949|Multiple neoplasia 2B|The disease is caused by mutations affecting the gene represented in this entry.|Uncommon inherited cancer syndrome characterized by predisposition to MTC and phaeochromocytoma which is associated with marfanoid habitus, mucosal neuromas, skeletal and ophthalmic abnormalities, and ganglioneuromas of the intestine tract. Then the disease progresses rapidly with the development of metastatic MTC and a pheochromocytome in 50% of cases.
P07949|Multiple neoplasia 2B|The disease is caused by mutations affecting the gene represented in this entry.|Uncommon inherited cancer syndrome characterized by predisposition to MTC and phaeochromocytoma which is associated with marfanoid habitus, mucosal neuromas, skeletal and ophthalmic abnormalities, and ganglioneuromas of the intestine tract. Then the disease progresses rapidly with the development of metastatic MTC and a pheochromocytome in 50% of cases.
P07949|Multiple neoplasia 2B|The disease is caused by mutations affecting the gene represented in this entry.|Uncommon inherited cancer syndrome characterized by predisposition to MTC and phaeochromocytoma which is associated with marfanoid habitus, mucosal neuromas, skeletal and ophthalmic abnormalities, and ganglioneuromas of the intestine tract. Then the disease progresses rapidly with the development of metastatic MTC and a pheochromocytome in 50% of cases.
P07949|Multiple neoplasia 2B|The disease is caused by mutations affecting the gene represented in this entry.|Uncommon inherited cancer syndrome characterized by predisposition to MTC and phaeochromocytoma which is associated with marfanoid habitus, mucosal neuromas, skeletal and ophthalmic abnormalities, and ganglioneuromas of the intestine tract. Then the disease progresses rapidly with the development of metastatic MTC and a pheochromocytome in 50% of cases.
P07949|Pheochromocytoma|Disease susceptibility is associated with variations affecting the gene represented in this entry.|A catecholamine-producing tumor of chromaffin tissue of the adrenal medulla or sympathetic paraganglia. The cardinal symptom, reflecting the increased secretion of epinephrine and norepinephrine, is hypertension, which may be persistent or intermittent.
P07949|Multiple neoplasia 2A |The disease is caused by mutations affecting the gene represented in this entry.|The most frequent form of medullary thyroid cancer (MTC). It is an inherited cancer syndrome characterized by MTC, phaeochromocytoma and/or hyperparathyroidism.
P07949|Multiple neoplasia 2A |The disease is caused by mutations affecting the gene represented in this entry.|The most frequent form of medullary thyroid cancer (MTC). It is an inherited cancer syndrome characterized by MTC, phaeochromocytoma and/or hyperparathyroidism.
P07949|Multiple neoplasia 2A |The disease is caused by mutations affecting the gene represented in this entry.|The most frequent form of medullary thyroid cancer (MTC). It is an inherited cancer syndrome characterized by MTC, phaeochromocytoma and/or hyperparathyroidism.
P07949|Multiple neoplasia 2A |The disease is caused by mutations affecting the gene represented in this entry.|The most frequent form of medullary thyroid cancer (MTC). It is an inherited cancer syndrome characterized by MTC, phaeochromocytoma and/or hyperparathyroidism.
P07949|Multiple neoplasia 2A |The disease is caused by mutations affecting the gene represented in this entry.|The most frequent form of medullary thyroid cancer (MTC). It is an inherited cancer syndrome characterized by MTC, phaeochromocytoma and/or hyperparathyroidism.
P07949|Multiple neoplasia 2A |The disease is caused by mutations affecting the gene represented in this entry.|The most frequent form of medullary thyroid cancer (MTC). It is an inherited cancer syndrome characterized by MTC, phaeochromocytoma and/or hyperparathyroidism.
P07949|Multiple neoplasia 2A |The disease is caused by mutations affecting the gene represented in this entry.|The most frequent form of medullary thyroid cancer (MTC). It is an inherited cancer syndrome characterized by MTC, phaeochromocytoma and/or hyperparathyroidism.
P07949|Multiple neoplasia 2A |The disease is caused by mutations affecting the gene represented in this entry.|The most frequent form of medullary thyroid cancer (MTC). It is an inherited cancer syndrome characterized by MTC, phaeochromocytoma and/or hyperparathyroidism.
P07949|Multiple neoplasia 2A |The disease is caused by mutations affecting the gene represented in this entry.|The most frequent form of medullary thyroid cancer (MTC). It is an inherited cancer syndrome characterized by MTC, phaeochromocytoma and/or hyperparathyroidism.
P07949|Multiple neoplasia 2A |The disease is caused by mutations affecting the gene represented in this entry.|The most frequent form of medullary thyroid cancer (MTC). It is an inherited cancer syndrome characterized by MTC, phaeochromocytoma and/or hyperparathyroidism.
P07949|Multiple neoplasia 2A |The disease is caused by mutations affecting the gene represented in this entry.|The most frequent form of medullary thyroid cancer (MTC). It is an inherited cancer syndrome characterized by MTC, phaeochromocytoma and/or hyperparathyroidism.
P07949|Multiple neoplasia 2A |The disease is caused by mutations affecting the gene represented in this entry.|The most frequent form of medullary thyroid cancer (MTC). It is an inherited cancer syndrome characterized by MTC, phaeochromocytoma and/or hyperparathyroidism.
